,spam,text,crowd,spanish,language,english
103,0,"As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
",0,"Según su solicitud, 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' se ha establecido como su callo para todas las personas que llaman. Presione *9 para copiar a sus amigos Callertune
",en,"As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
"
104,0,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.
",0,"guau. ¡Estás bien! No quise hacer eso. Supongo que una vez que renuncié a los hombres de Boston y cambié mi ubicación de búsqueda a Nueva York, algo cambió. Porque en mi página de Signin, todavía dice Boston.
",en,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.
"
105,0,"Umma my life and vava umma love you lot dear
",0,"Umma mi vida y vava umma te amo mucho querida
",en,"Umma my life and vava umma love you lot dear
"
106,0,"Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
",0,"Muchas gracias por tus deseos en mi cumpleaños. Gracias por hacer que mi cumpleaños sea realmente memorable.
",en,"Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
"
107,0,"Aight, I'll hit you up when I get some cash
",0,"Aight, te golpearé cuando obtenga algo de efectivo
",en,"Aight, I'll hit you up when I get some cash
"
108,0,"How would my ip address test that considering my computer isn't a minecraft server
",0,"¿Cómo probaría mi dirección IP que considerar mi computadora no es un servidor de Minecraft?
",en,"How would my ip address test that considering my computer isn't a minecraft server
"
109,0,"I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
",0,"¡Lo sé! Ancianos gruñones. Mi mamá era como si no estuvieras mintiendo. Por otra parte, siempre soy el que juega bromas ...
",en,"I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
"
110,0,"Dont worry. I guess he's busy.
",0,"No te preocupes. Supongo que está ocupado.
",en,"Dont worry. I guess he's busy.
"
111,0,"What is the plural of the noun research?
",0,"¿Cuál es el plural de la investigación del sustantivo?
",en,"What is the plural of the noun research?
"
112,0,"Going for dinner.msg you after.
",0,"Yendo a cenar.sg te después.
",en,"Going for dinner.msg you after.
"
113,0,"I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
",0,"Estoy bien wif, porque me gustan 2 pruebas cosas nuevas. Pero te asusté como Mah. Porque dijiste que no es demasiado fuerte.
",en,"I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
"
114,1,"GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
",0,"¡CABALLERO! Estamos tratando de contactarlo. Los fines de semana los fines de semana los fines de los fines de los fines de los fines de los fines de semana ganaste un premio de £ 1000 garantizado. Llame al 09064012160. Código de reclamación K52. Válido solo 12 horas. 150ppm
",en,"GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
"
115,0,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?
",0,"Wa, tu oración abierta muy formal ... de todos modos, también estoy bien, juz, estoy comiendo demasiado y en peso ... jaja ... ¿Entonces sucedió cualquier especial?
",en,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?
"
116,0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.
",0,"Cuando entré en mi cabaña, mi PA dijo: ""¡Feliz B'day Boss!"". Me sentí especial. Ella me pidió 4 almuerzo. Después del almuerzo, me invitó a su departamento. Nosotros fuimos allí.
",en,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.
"
117,1,"You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
",0,"Usted es un ganador que ha sido especialmente seleccionado 2 Recibe £ 1000 o 4* Holiday (Flights Inc) Hable con un operador en vivo 2 Reclamación 0871277810910p/min (18+)
",en,"You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
"
118,0,"Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
",0,"¡Muy! Sí, debemos hablar el viernes: ¡la relación de potato de huevo para la tortilla necesaria!
",en,"Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
"
119,0,"Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
",0,"Hmm ... mi tío me solo informó que está pagando a la escuela directamente. Entonces, por favor, compre comida.
",en,"Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
"
120,1,"PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
",0,"¡PRIVADO! Su estado de cuenta de 2004 para 07742676969 muestra 786 puntos de bonificación no redimidos. Para reclamar llame al 08719180248 Código de identificador: 45239 expira
",en,"PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
"
121,1,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM
",0,"¡URGENTE! Su número de móvil recibió el Premio Bonus Caller de £ 2000 el 5/9/03 ¡Este es nuestro último intento de contactar a U! Llame desde el campo 09064019788 box42wr29c, 150ppm
",en,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM
"
122,0,"here is my new address -apples&pairs&all that malarky
",0,"Aquí está mi nueva dirección: Apple y pares y todo ese malky
",en,"here is my new address -apples&pairs&all that malarky
"
123,1,"Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
",0,"Los números de Voda de hoy que terminan 7548 son seleccionados para recibir un premio de $ 350. Si tiene una coincidencia, llame al 08712300220 citando el código de reclamación 4041 Aplicación de tarifas estándar
",en,"Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
"
124,0,"I am going to sao mu today. Will be done only at 12 
",0,"Hoy voy a Sao Mu. Se hará solo a las 12
",en,"I am going to sao mu today. Will be done only at 12 
"
125,0,"Ü predict wat time ü'll finish buying?
",0,"Ü Predicte ¿Qué hora terminará de comprar?
",en,"Ü predict wat time ü'll finish buying?
"
126,0,"Good stuff, will do.
",0,"Buenas cosas, lo haré.
",en,"Good stuff, will do.
"
127,0,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.
",0,"Para que lo sepas, Yetunde aún no ha enviado dinero. Acabo de enviarle un mensaje de texto para no molestarse en enviar. Así que se acabó, no tienes que involucrarte en nada. No debería haberte impuesto nada en primer lugar, así que por eso, me disculpo.
",en,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.
"
128,0,"Are you there in room.
",0,"¿Estás ahí en la habitación?
",en,"Are you there in room.
"
129,0,"HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
",0,"HEY CHICA. ¿CÓMO ESTÁS? ¡Espero que me estés bien un Del R Bak! De nuevo mucho tiempo no c! Dame una suma de llamada de Lucyxx
",en,"HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
"
130,0,"K..k:)how much does it cost?
",0,"K..K :) ¿Cuánto cuesta?
",en,"K..k:)how much does it cost?
"
131,0,"I'm home.
",0,"Estoy en casa.
",en,"I'm home.
"
132,0,"Dear, will call Tmorrow.pls accomodate.
",0,"Estimado, llamará a TMorrow.PLS acomodado.
",en,"Dear, will call Tmorrow.pls accomodate.
"
133,0,"First answer my question.
",0,"Primero responde mi pregunta.
",en,"First answer my question.
"
134,1,"Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
",0,"Sunshine cuestione wkly q! ¿Gana un jugador de DVD de Sony si sabes en qué país se encuentra el Algarve? TXT ANSR a 82277. £ 1.50 SP: Tyrone
",en,"Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
"
135,1,"Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
",0,"¿Quieres que se pongan 2 esta noche? ¿Quieres ubicaciones reales de perros enviadas directas 2 tu mafia? ¡Únase a la red de perros más grande del Reino Unido, BT Txting Gravel a 69888! Nuevo Testamento. EC2A. 31p.msg@150p
",en,"Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
"
136,0,"I only haf msn. It's yijue@hotmail.com
",0,"Solo tengo msn. Es yijue@hotmail.com
",en,"I only haf msn. It's yijue@hotmail.com
"
137,0,"He is there. You call and meet him
",0,"El está aquí. Llamas y lo conoces
",en,"He is there. You call and meet him
"
138,0,"No no. I will check all rooms befor activities
",0,"No no. Revisaré todas las habitaciones antes de las actividades
",en,"No no. I will check all rooms befor activities
"
139,1,"You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
",0,"No RCV más msgs del chat svc. Para obtener servicios de servicios hardcore gratuitos, vaya a: 69988 Si no obtienes nada, debes envejecer con la red de años y vuelva a intentarlo
",en,"You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
"
140,0,"Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...
",0,"Tengo C ... ¿Flojo para escribir ... Olvidé ü en Lect ... Vi una bolsa pero como no V es agradable ...
",en,"Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...
"
141,0,"K, text me when you're on the way
",0,"K, envíame un mensaje de texto cuando estés en camino
",en,"K, text me when you're on the way
"
142,0,"Sir, Waiting for your mail.
",0,"Señor, esperando su correo.
",en,"Sir, Waiting for your mail.
"
143,0,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8
",0,"Un pensamiento de swt: ""Nver se cansa de hacer pequeñas cosas 4 personas adorables ..."" porque, a veces, esas pequeñas cosas ocupan la parte más grande en sus corazones ... gud ni8
",en,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8
"
144,0,"I know you are. Can you pls open the back?
",0,"Sé que usted es. ¿Puedes abrir la parte posterior?
",en,"I know you are. Can you pls open the back?
"
145,0,"Yes see ya not on the dot
",0,"Si no te vemos en el punto
",en,"Yes see ya not on the dot
"
146,0,"Whats the staff name who is taking class for us?
",0,"¿Cuál es el nombre del personal que nos está tomando clase?
",en,"Whats the staff name who is taking class for us?
"
147,1,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end
",0,"Freemsg ¿Por qué no has respondido a mi texto? Soy randy, sexy, femenino y vivo local. Amor para saber de ti. NetCollex Ltd 08700621170150p por Msg Responder Parada para finalizar
",en,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end
"
148,0,"Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
",0,"Ummma. Llamará después del check in. Nuestra vida comenzará desde Qatar, así que por favor reza muy fuerte.
",en,"Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
"
149,0,"K..i deleted my contact that why?
",0,"K..Elo eliminé mi contacto por qué?
",en,"K..i deleted my contact that why?
"
150,0,"Sindu got job in birla soft ..
",0,"Sindu consiguió trabajo en Birla Soft ..
",en,"Sindu got job in birla soft ..
"
151,0,"The wine is flowing and i'm i have nevering..
",0,"El vino está fluyendo y yo nunca he tenido ...
",en,"The wine is flowing and i'm i have nevering..
"
152,0,"Yup i thk cine is better cos no need 2 go down 2 plaza mah.
",0,"Sí, el cine es mejor porque no es necesario 2, caer 2 plaza mah.
",en,"Yup i thk cine is better cos no need 2 go down 2 plaza mah.
"
